date,emp_headline,emp_nonagri,emp_perpop,emp_perlabforce,emp_selfemply,emp_pt_econ,emp_pt_econ_slack,emp_pt_econ_only,emp_pt_econ_not,emp_pt_hours,vacancy,vacancy_ratio
2008-02-01,138323.0,143943.0,62.8,0.9002297384366071,9392.0,4805.0,3234.0,1227.0,19047.0,22.6,4279.0,0.570761638
2008-03-01,138255.0,143871.0,62.7,0.898296384853289,9238.0,4795.0,3242.0,1292.0,19105.0,23.0,4225.0,0.540143186
2008-04-01,138038.0,143874.0,62.7,0.8976971951433644,9340.0,5130.0,3518.0,1303.0,19461.0,23.1,4035.0,0.528348828
2008-05-01,137847.0,143737.0,62.5,0.8933526891894519,9342.0,5221.0,3595.0,1290.0,19091.0,23.3,4194.0,0.499583085
2008-06-01,137689.0,143629.0,62.4,0.892270903941988,9387.0,5440.0,3845.0,1382.0,19153.0,23.2,3830.0,0.44664723
2008-07-01,137492.0,143519.0,62.2,0.890094452608614,9583.0,5795.0,4227.0,1370.0,18872.0,22.8,3749.0,0.419492
2008-08-01,137209.0,143086.0,62.0,0.8872743968287841,9321.0,5766.0,4111.0,1380.0,19129.0,23.0,3674.0,0.389277389
2008-09-01,136758.0,142796.0,61.9,0.8847641845118717,9163.0,6071.0,4207.0,1543.0,18907.0,23.0,3222.0,0.339372235
2008-10-01,136294.0,142689.0,61.7,0.8800201451483768,8908.0,6553.0,4771.0,1503.0,18741.0,23.2,3377.0,0.335219377
2008-11-01,135546.0,141962.0,61.4,0.8765317934026992,8766.0,7183.0,5327.0,1548.0,18645.0,22.9,3231.0,0.306604669
2008-12-01,134849.0,141139.0,61.0,0.8719343053894152,8886.0,7918.0,5921.0,1586.0,18638.0,22.7,3146.0,0.278752437
2009-01-01,134069.0,140029.0,60.6,0.8693923870047338,8824.0,7911.0,5913.0,1671.0,18530.0,22.3,2738.0,0.227069166
2009-02-01,133311.0,139493.0,60.3,0.8626421980354346,8970.0,8697.0,6542.0,1804.0,18554.0,22.8,2864.0,0.22204993
2009-03-01,132493.0,138664.0,59.9,0.8596017724951828,9202.0,9041.0,6892.0,1843.0,18438.0,23.1,2534.0,0.188738269
2009-04-01,131825.0,138437.0,59.8,0.8531865457675605,9041.0,8821.0,6683.0,1772.0,18689.0,22.9,2295.0,0.165668086
2009-05-01,131470.0,138036.0,59.6,0.8495802826549141,8956.0,8964.0,6728.0,1922.0,18575.0,23.2,2549.0,0.175805228
2009-06-01,131002.0,137841.0,59.4,0.8467256133819385,8898.0,8900.0,6679.0,2089.0,18440.0,22.6,2503.0,0.170191066
2009-07-01,130661.0,137819.0,59.3,0.8456913179117422,8884.0,8742.0,6782.0,1878.0,18535.0,22.5,2232.0,0.152866242
2009-08-01,130480.0,137371.0,59.1,0.845587044009669,9093.0,8904.0,6654.0,2021.0,18212.0,22.8,2338.0,0.15782368
2009-09-01,130240.0,136734.0,58.7,0.8466654098435256,9023.0,8718.0,6393.0,1984.0,18241.0,22.3,2487.0,0.16570058
2009-10-01,130062.0,136483.0,58.5,0.8457446808510638,8922.0,8821.0,6585.0,1992.0,18345.0,22.8,2406.0,0.156722251
2009-11-01,130059.0,136640.0,58.6,0.8452085418318408,9016.0,9018.0,6525.0,2161.0,18015.0,22.4,2503.0,0.164465471
2009-12-01,129808.0,135904.0,58.3,0.8478032277236776,9090.0,8996.0,6316.0,2295.0,18090.0,22.4,2568.0,0.170088754
2010-01-01,129798.0,136384.0,58.5,0.8456777253655104,8956.0,8423.0,5956.0,2258.0,18161.0,22.2,2837.0,0.188555098
2010-02-01,129700.0,136327.0,58.5,0.8438846018712507,9027.0,8786.0,6172.0,2244.0,17968.0,21.9,2666.0,0.17640442
2010-03-01,129864.0,136579.0,58.5,0.8435246891928758,8927.0,9126.0,6278.0,2464.0,17934.0,22.4,2679.0,0.176226812
2010-04-01,130115.0,136958.0,58.7,0.8415037963549818,8926.0,9093.0,6273.0,2457.0,17701.0,22.9,3153.0,0.205742251
2010-05-01,130645.0,136984.0,58.6,0.8478431576146562,8943.0,8697.0,6066.0,2291.0,17582.0,22.7,2988.0,0.201225672
2010-06-01,130501.0,136936.0,58.5,0.8495273929798979,8886.0,8439.0,6015.0,2228.0,17594.0,22.5,2801.0,0.193519414
2010-07-01,130420.0,136927.0,58.5,0.8485857987780677,8817.0,8361.0,6027.0,2268.0,17874.0,22.4,3082.0,0.212375965
2010-08-01,130424.0,137193.0,58.6,0.8464364056436017,8737.0,8676.0,6160.0,2262.0,18228.0,22.6,2999.0,0.204737848
2010-09-01,130339.0,137220.0,58.5,0.8464945608053256,8751.0,9111.0,6370.0,2353.0,17960.0,22.8,2918.0,0.200150902
2010-10-01,130620.0,136893.0,58.3,0.8501968952387151,8868.0,8688.0,5888.0,2463.0,17835.0,22.4,3235.0,0.222857537
2010-11-01,130754.0,136915.0,58.2,0.8483633414436335,8727.0,8730.0,5861.0,2480.0,18105.0,22.5,3211.0,0.212916915
2010-12-01,130835.0,137123.0,58.3,0.8515131793036121,8739.0,8794.0,5931.0,2486.0,17969.0,22.4,3058.0,0.21313075
2011-01-01,130842.0,137022.0,58.3,0.8537089839034862,8823.0,8339.0,5732.0,2466.0,17426.0,22.1,3104.0,0.221508599
2011-02-01,131052.0,137160.0,58.4,0.8553526440142546,8703.0,8372.0,5610.0,2428.0,17866.0,22.3,3226.0,0.233429812
2011-03-01,131277.0,137434.0,58.4,0.8559161798456082,8773.0,8473.0,5717.0,2393.0,18056.0,22.4,3261.0,0.237388076
2011-04-01,131604.0,137420.0,58.4,0.8571149449991208,8684.0,8528.0,5644.0,2510.0,17980.0,22.6,3259.0,0.233502902
2011-05-01,131704.0,137356.0,58.3,0.8581239127177008,8686.0,8427.0,5806.0,2381.0,18057.0,22.7,3179.0,0.229447853
2011-06-01,131936.0,137061.0,58.2,0.8603810989526952,8533.0,8289.0,5571.0,2430.0,18069.0,22.6,3455.0,0.247457384
2011-07-01,131991.0,137204.0,58.2,0.8610654454360419,8501.0,8131.0,5484.0,2475.0,17811.0,22.3,3623.0,0.263242026
2011-08-01,132124.0,137507.0,58.3,0.8592872008324662,8579.0,8632.0,5693.0,2650.0,17801.0,22.4,3329.0,0.240917644
2011-09-01,132345.0,137963.0,58.4,0.8586527045175857,8297.0,9012.0,5687.0,2812.0,17989.0,22.7,3774.0,0.270576427
2011-10-01,132557.0,138285.0,58.4,0.860977780087165,8542.0,8526.0,5632.0,2500.0,18070.0,23.1,3619.0,0.266220391
2011-11-01,132701.0,138571.0,58.6,0.860979186131008,8539.0,8335.0,5476.0,2476.0,18174.0,22.8,3565.0,0.268004811
2011-12-01,132901.0,138568.0,58.6,0.863021526672944,8576.0,8030.0,5305.0,2397.0,18179.0,22.7,3768.0,0.287787367
2012-01-01,133246.0,139382.0,58.4,0.863098438279322,8767.0,8174.0,5340.0,2563.0,18315.0,22.5,3909.0,0.305462218
2012-02-01,133518.0,139718.0,58.5,0.8632387454661831,8484.0,8104.0,5401.0,2370.0,18451.0,22.9,3616.0,0.282213377
2012-03-01,133744.0,139800.0,58.5,0.8642640663267614,8530.0,7680.0,5123.0,2344.0,18107.0,22.6,3979.0,0.312986707
2012-04-01,133827.0,139682.0,58.4,0.8659419586528195,8549.0,7793.0,5093.0,2406.0,18444.0,22.8,3793.0,0.299936739
2012-05-01,133935.0,139915.0,58.5,0.8648444461663631,8678.0,7983.0,5145.0,2540.0,19038.0,22.8,3835.0,0.302922591
2012-06-01,134007.0,140160.0,58.6,0.8640985794703482,8837.0,7946.0,5212.0,2492.0,18337.0,22.4,3911.0,0.308146864
2012-07-01,134153.0,140013.0,58.5,0.8657936856235641,8831.0,7972.0,5163.0,2551.0,18401.0,22.6,3735.0,0.295116941
2012-08-01,134330.0,140107.0,58.4,0.8679723189651273,8763.0,7842.0,5125.0,2447.0,18589.0,22.7,3809.0,0.305428594
2012-09-01,134512.0,140912.0,58.7,0.8669244650683166,8842.0,8528.0,5486.0,2622.0,18402.0,23.1,3882.0,0.32042922
2012-10-01,134671.0,141387.0,58.8,0.8657508003651465,8804.0,8079.0,5029.0,2634.0,18589.0,22.8,3775.0,0.311365886
2012-11-01,134834.0,141224.0,58.7,0.8680039655460995,8916.0,8066.0,5047.0,2693.0,18290.0,22.8,3878.0,0.32303207
2012-12-01,135075.0,141284.0,58.7,0.8679350759503431,8993.0,7844.0,4921.0,2593.0,18596.0,22.9,3970.0,0.322816718
2013-01-01,135265.0,141124.0,58.6,0.8684026373400615,8712.0,8069.0,5122.0,2625.0,17966.0,22.3,3923.0,0.314569802
2013-02-01,135544.0,141299.0,58.6,0.8727207170083445,8641.0,8061.0,5145.0,2535.0,18625.0,22.7,4004.0,0.335062762
2013-03-01,135689.0,141192.0,58.5,0.8753846650108061,8346.0,7632.0,4844.0,2502.0,18538.0,23.1,4076.0,0.34870391
2013-04-01,135876.0,141557.0,58.6,0.8743966948530831,8617.0,7837.0,5020.0,2489.0,18649.0,23.1,3988.0,0.339115646
2013-05-01,136091.0,141758.0,58.6,0.8749807118609196,8638.0,7812.0,4784.0,2623.0,18754.0,23.0,4145.0,0.355671872
2013-06-01,136269.0,141896.0,58.6,0.8749269658232156,8708.0,7988.0,4992.0,2615.0,18631.0,22.9,4150.0,0.353161433
2013-07-01,136391.0,142079.0,58.7,0.8765544765711862,8884.0,7961.0,4982.0,2678.0,18730.0,23.1,3885.0,0.342743714
2013-08-01,136635.0,142154.0,58.7,0.8780887503614923,8717.0,7677.0,4693.0,2652.0,19180.0,23.1,4085.0,0.362177498
2013-09-01,136819.0,142304.0,58.7,0.8788081214231117,8646.0,7656.0,4953.0,2562.0,18680.0,23.0,4128.0,0.366282165
2013-10-01,137039.0,141411.0,58.3,0.8859917374073044,8473.0,7844.0,4978.0,2629.0,18390.0,23.1,4222.0,0.379130747
2013-11-01,137314.0,142463.0,58.6,0.8843847615367275,8500.0,7627.0,4836.0,2523.0,18484.0,23.2,4119.0,0.381848521
2013-12-01,137368.0,142561.0,58.7,0.8852057583998144,8547.0,7711.0,4785.0,2606.0,18461.0,22.8,4121.0,0.396097655
2014-01-01,137552.0,142852.0,58.8,0.8854214944126886,8546.0,7180.0,4400.0,2545.0,18858.0,22.7,4127.0,0.404528524
2014-02-01,137707.0,143024.0,58.7,0.8856723886212641,8654.0,7178.0,4303.0,2626.0,18678.0,22.3,4373.0,0.422552904
2014-03-01,137986.0,143393.0,58.9,0.8843669085036019,8584.0,7343.0,4373.0,2639.0,19054.0,22.9,4388.0,0.422736031
2014-04-01,138298.0,143512.0,58.9,0.8901260869285379,8486.0,7376.0,4436.0,2611.0,18563.0,23.2,4566.0,0.470624614
2014-05-01,138501.0,143778.0,58.9,0.8896289920608412,8370.0,7177.0,4366.0,2399.0,18864.0,23.3,4747.0,0.481488995
2014-06-01,138833.0,144084.0,59.0,0.8916297918526463,8432.0,7319.0,4355.0,2657.0,19525.0,23.2,4982.0,0.526638478
2014-07-01,139076.0,144188.0,59.0,0.8914728185273738,8482.0,7288.0,4465.0,2543.0,19333.0,22.7,4846.0,0.504371357
2014-08-01,139258.0,144303.0,59.0,0.8919362070069814,8541.0,7102.0,4116.0,2609.0,19334.0,22.9,5349.0,0.557245546
2014-09-01,139563.0,144502.0,59.1,0.8944052806972571,8744.0,6905.0,4135.0,2545.0,19255.0,23.2,4914.0,0.530554956
2014-10-01,139805.0,144989.0,59.3,0.8937967100762705,8878.0,6943.0,4247.0,2425.0,19434.0,23.1,5012.0,0.557508343
2014-11-01,140089.0,145113.0,59.2,0.8951716998734776,8816.0,6777.0,4044.0,2417.0,19594.0,23.1,4843.0,0.532783278
2014-12-01,140366.0,145229.0,59.3,0.8978711971957117,8717.0,6760.0,3979.0,2413.0,19327.0,23.3,5130.0,0.58850522
2015-01-01,140562.0,145614.0,59.3,0.8951283194294084,8725.0,6693.0,3962.0,2399.0,19507.0,22.9,5344.0,0.60146314
2015-02-01,140829.0,145626.0,59.2,0.8990385843058144,8342.0,6569.0,3793.0,2397.0,19429.0,23.0,5466.0,0.635655309
2015-03-01,140924.0,145458.0,59.2,0.8996507983120855,8636.0,6552.0,3979.0,2251.0,19437.0,23.0,5210.0,0.611861421
2015-04-01,141202.0,146069.0,59.3,0.8990322169871386,8796.0,6526.0,3808.0,2374.0,19757.0,23.1,5598.0,0.654736842
2015-05-01,141540.0,146466.0,59.4,0.8978059130611287,9148.0,6512.0,3848.0,2298.0,19600.0,22.9,5563.0,0.629726058
2015-06-01,141695.0,146258.0,59.4,0.9021596566960818,8666.0,6258.0,3721.0,2199.0,20231.0,23.0,5248.0,0.636352613
2015-07-01,141989.0,146368.0,59.3,0.9044058166716561,8798.0,6143.0,3693.0,2223.0,19344.0,23.0,6056.0,0.741520754
2015-08-01,142130.0,146852.0,59.4,0.9042959305728756,8750.0,6315.0,3692.0,2284.0,19332.0,23.0,5467.0,0.684059059
2015-09-01,142265.0,146588.0,59.2,0.9076901482138414,8403.0,5952.0,3545.0,2072.0,19679.0,22.7,5488.0,0.694068547
2015-10-01,142585.0,146845.0,59.3,0.9072197089719852,8580.0,5772.0,3353.0,2175.0,19842.0,23.3,5773.0,0.728730119
2015-11-01,142810.0,147200.0,59.4,0.9069432184068639,8595.0,6060.0,3524.0,2223.0,19744.0,22.9,5708.0,0.7135
2015-12-01,143083.0,147674.0,59.6,0.9053880469516247,8534.0,5968.0,3510.0,2160.0,19845.0,23.3,5845.0,0.739218414
2016-01-01,143198.0,148228.0,59.7,0.9047131665403083,8717.0,5773.0,3424.0,2067.0,20278.0,22.8,6012.0,0.788252262
2016-02-01,143410.0,148460.0,59.8,0.9039964699949571,8729.0,5836.0,3472.0,2105.0,20340.0,22.7,5770.0,0.749156063
2016-03-01,143666.0,148439.0,59.8,0.9025436772438575,8867.0,5990.0,3602.0,2108.0,20061.0,23.4,6129.0,0.769878156
2016-04-01,143856.0,148417.0,59.7,0.9039530981959395,8930.0,5932.0,3698.0,1988.0,20289.0,23.3,5803.0,0.71935044
2016-05-01,143901.0,148614.0,59.7,0.9062688935912938,8841.0,6426.0,3916.0,2077.0,20256.0,23.7,5777.0,0.754966022
2016-06-01,144152.0,148699.0,59.7,0.9068045569206188,8768.0,5696.0,3343.0,2063.0,20246.0,23.0,5742.0,0.741477273
2016-07-01,144515.0,149055.0,59.8,0.9077917509453874,8667.0,5853.0,3597.0,1953.0,20138.0,23.1,5962.0,0.780264363
2016-08-01,144664.0,149242.0,59.8,0.9066319048394981,8647.0,5906.0,3605.0,1938.0,19697.0,23.0,5677.0,0.729316547
2016-09-01,144961.0,149500.0,59.7,0.9076286361871846,8558.0,5774.0,3528.0,1924.0,20327.0,23.2,5868.0,0.737834779
2016-10-01,145069.0,149511.0,59.7,0.9089251589862473,8674.0,5859.0,3460.0,2104.0,20446.0,23.4,5591.0,0.715785431
2016-11-01,145189.0,149730.0,59.7,0.9102416210048525,8680.0,5575.0,3421.0,1861.0,20863.0,23.5,5971.0,0.790546803
2016-12-01,145408.0,149817.0,59.7,0.9106326482045116,8929.0,5490.0,3251.0,1870.0,20900.0,23.0,5964.0,0.792979657
2017-01-01,145639.0,149725.0,59.9,0.9124107254729984,8535.0,5647.0,3483.0,1902.0,20298.0,22.6,5617.0,0.752142475
2017-02-01,145845.0,149929.0,60.0,0.9123352454350396,8867.0,5532.0,3447.0,1847.0,20553.0,23.2,5923.0,0.80268329
2017-03-01,145975.0,150377.0,60.2,0.911563223989459,8744.0,5442.0,3371.0,1811.0,20283.0,23.2,5811.0,0.821575004
2017-04-01,146172.0,150527.0,60.2,0.9116093423555458,8585.0,5213.0,3166.0,1748.0,20138.0,23.3,6091.0,0.859218508
2017-05-01,146389.0,150519.0,60.1,0.9145425694080016,8565.0,5205.0,3064.0,1797.0,20835.0,23.6,5826.0,0.832285714
2017-06-01,146588.0,150879.0,60.1,0.9150769077107471,8787.0,5326.0,3279.0,1738.0,20274.0,23.3,6305.0,0.917357777
2017-07-01,146772.0,151161.0,60.2,0.9146838503820219,8406.0,5259.0,3175.0,1726.0,20813.0,22.7,6238.0,0.905107371
2017-08-01,146907.0,151240.0,60.1,0.9148182282390744,8540.0,5216.0,3263.0,1656.0,20677.0,22.4,6276.0,0.886190342
2017-09-01,146999.0,152122.0,60.4,0.9122440114186422,8813.0,5023.0,3037.0,1693.0,20587.0,23.1,6320.0,0.922089291
2017-10-01,147147.0,151244.0,60.1,0.9178960632278912,8994.0,4771.0,2931.0,1607.0,20524.0,23.4,6408.0,0.95641791
2017-11-01,147377.0,151384.0,60.1,0.9177850154752489,9003.0,4678.0,2902.0,1498.0,20836.0,23.0,6271.0,0.925745498
2017-12-01,147521.0,151450.0,60.1,0.9189335658890585,8993.0,4895.0,3046.0,1575.0,20780.0,23.2,6336.0,0.955367913
2018-01-01,147670.0,151976.0,60.1,0.9176951663621562,9092.0,4958.0,2902.0,1670.0,20613.0,22.8,6621.0,1.015410695
2018-02-01,148058.0,152655.0,60.4,0.9151924241862305,9018.0,5065.0,3238.0,1525.0,20776.0,23.1,6552.0,0.999544142
2018-03-01,148281.0,152722.0,60.4,0.9170923889514244,9047.0,4904.0,2936.0,1630.0,20955.0,23.0,6818.0,1.053461063
2018-04-01,148426.0,152996.0,60.4,0.917506846097261,9080.0,4846.0,2949.0,1539.0,21055.0,23.9,6877.0,1.068741291
2018-05-01,148755.0,153310.0,60.5,0.9191031090900104,8996.0,4868.0,2972.0,1486.0,20898.0,23.5,7016.0,1.129115558
2018-06-01,148966.0,153405.0,60.5,0.9183527526046483,8674.0,4755.0,3075.0,1446.0,20757.0,23.0,7230.0,1.122537614
2018-07-01,149022.0,153603.0,60.6,0.9179566468113416,8793.0,4524.0,2854.0,1410.0,21089.0,23.1,7190.0,1.161581921
2018-08-01,149272.0,153274.0,60.3,0.9233700358777681,8740.0,4330.0,2590.0,1348.0,21188.0,22.9,7208.0,1.171377518
2018-09-01,149361.0,153598.0,60.4,0.9214866090432916,8906.0,4521.0,2744.0,1459.0,20971.0,23.3,7411.0,1.208628355
2018-10-01,149526.0,154033.0,60.5,0.9195827849595946,8948.0,4447.0,2740.0,1455.0,21082.0,23.3,7304.0,1.185799388
2018-11-01,149622.0,154112.0,60.6,0.9188508683583483,8934.0,4636.0,2801.0,1547.0,20678.0,23.3,7594.0,1.235977106
2018-12-01,149805.0,154281.0,60.6,0.9178890481967574,9075.0,4528.0,2814.0,1480.0,20913.0,23.5,7489.0,1.163718892
2019-01-01,150114.0,153954.0,60.6,0.9211256197535712,8926.0,5121.0,3435.0,1411.0,20462.0,23.1,7517.0,1.160583942
2019-02-01,150092.0,154330.0,60.7,0.9206799040626169,8802.0,4302.0,2722.0,1305.0,20809.0,22.6,7072.0,1.154210957
2019-03-01,150320.0,154282.0,60.6,0.9225651632225952,8743.0,4477.0,2863.0,1329.0,20988.0,23.1,7337.0,1.184082821
2019-04-01,150563.0,154363.0,60.6,0.9260058796757568,8590.0,4639.0,2900.0,1435.0,21135.0,23.1,7191.0,1.222128236
2019-05-01,150630.0,154466.0,60.6,0.9254958342549583,8673.0,4260.0,2562.0,1343.0,21204.0,23.3,7311.0,1.22790776
2019-06-01,150797.0,154920.0,60.7,0.924720830548282,8715.0,4311.0,2728.0,1332.0,20992.0,23.1,7139.0,1.209510916
2019-07-01,150879.0,155131.0,60.8,0.9226211223422796,8870.0,3839.0,2292.0,1332.0,21036.0,23.0,7051.0,1.178428762
2019-08-01,151111.0,155535.0,60.8,0.9227420113212386,8785.0,4305.0,2658.0,1320.0,21214.0,23.1,7172.0,1.194114697
2019-09-01,151318.0,155931.0,61.0,0.9222377298463527,8821.0,4208.0,2510.0,1314.0,21184.0,23.3,7160.0,1.229437229
2019-10-01,151447.0,156073.0,61.0,0.9210311861438163,8816.0,4239.0,2668.0,1294.0,21134.0,23.9,7325.0,1.24508981
2019-11-01,151662.0,156201.0,61.0,0.9216604984412317,8933.0,4177.0,2558.0,1247.0,21267.0,23.8,6919.0,1.166638471
2019-12-01,151764.0,156206.0,61.0,0.9214348163979017,8913.0,4077.0,2591.0,1231.0,21267.0,23.2,6709.0,1.148381601
2020-01-01,152098.0,156055.0,61.1,0.925463041838051,8894.0,4183.0,2559.0,1364.0,21684.0,22.8,7184.0,1.233804273
2020-02-01,152371.0,156152.0,61.1,0.9265040314244366,8942.0,4326.0,2755.0,1278.0,21877.0,22.9,6995.0,1.22740014
2020-03-01,150944.0,152919.0,59.8,0.928115104374827,8785.0,5717.0,4058.0,1310.0,19932.0,22.8,5794.0,0.823914254
2020-04-01,130430.0,130963.0,51.3,0.8344422550349311,7561.0,10739.0,9843.0,711.0,12111.0,20.9,4686.0,0.204295011
2020-05-01,133055.0,134909.0,52.7,0.8417633029031992,7902.0,10477.0,9375.0,867.0,14235.0,21.5,5581.0,0.259850041
2020-06-01,137620.0,140037.0,54.7,0.8606629143214509,8317.0,8991.0,7907.0,966.0,16610.0,21.9,6119.0,0.342657739
2020-07-01,139064.0,141594.0,55.2,0.8685962698779528,8439.0,8343.0,7201.0,1002.0,17364.0,21.9,6514.0,0.405599118
2020-08-01,140799.0,145209.0,56.5,0.8760406167170642,8730.0,7455.0,6129.0,1084.0,18193.0,22.2,6360.0,0.467051254
2020-09-01,141760.0,145434.0,56.6,0.8847613341322149,8653.0,6184.0,4796.0,1115.0,18499.0,22.0,6512.0,0.515437733
2020-10-01,142479.0,147430.0,57.4,0.885270653146436,8675.0,6515.0,5200.0,1133.0,18898.0,22.4,6820.0,0.619837692
2020-11-01,142743.0,147406.0,57.4,0.8883294852726107,8609.0,6548.0,5169.0,1139.0,18206.0,22.6,6875.0,0.63605948
2020-12-01,142475.0,147371.0,57.4,0.8862755587626044,8646.0,6039.0,4827.0,1002.0,17871.0,22.2,6854.0,0.642704956
2021-01-01,142969.0,147284.0,57.5,0.8934166536478675,8780.0,5862.0,4701.0,1014.0,18116.0,22.1,7175.0,0.712161497
2021-02-01,143544.0,147751.0,57.6,0.8961026799927585,8839.0,6024.0,4675.0,1098.0,18090.0,21.7,7760.0,0.787417351
2021-03-01,144328.0,148304.0,57.8,0.8994472245938316,9226.0,5788.0,4589.0,996.0,18685.0,22.2,8399.0,0.873146623
2021-04-01,144614.0,148889.0,57.9,0.8987371665796604,9020.0,5183.0,3962.0,963.0,18856.0,22.6,9288.0,0.95152511
2021-05-01,145096.0,149261.0,58.0,0.9026751275351499,9242.0,5207.0,3954.0,992.0,18976.0,22.4,9840.0,1.041266069
2021-06-01,145789.0,149552.0,58.0,0.9044431485433521,9155.0,4557.0,3416.0,1037.0,19855.0,22.4,10069.0,1.036180059
2021-07-01,146558.0,150636.0,58.4,0.9075585499671798,9572.0,4349.0,2916.0,1097.0,19667.0,22.4,10882.0,1.238855699
2021-08-01,147221.0,151082.0,58.6,0.911387624972916,9511.0,4377.0,3124.0,993.0,19983.0,22.2,10960.0,1.276910139
2021-09-01,147778.0,151706.0,58.8,0.9147848264249988,9410.0,4360.0,3096.0,965.0,19911.0,22.7,10882.0,1.390256611
2021-10-01,148559.0,152236.0,59.0,0.9185050080375912,9417.0,4276.0,3036.0,974.0,20179.0,22.7,11368.0,1.510415249
2021-11-01,149173.0,153310.0,59.4,0.9190339771432092,9266.0,4245.0,2871.0,1084.0,20114.0,23.3,11232.0,1.610914454
2021-12-01,149742.0,153650.0,59.5,0.9219998768548735,9277.0,3901.0,2558.0,1067.0,19891.0,23.2,11826.0,1.808816559
2022-01-01,150106.0,154585.0,59.7,0.9173333007400708,9109.0,3671.0,2383.0,966.0,19878.0,22.6,11487.0,1.732913531
2022-02-01,151010.0,155033.0,59.8,0.9215681488081434,9185.0,4103.0,2688.0,1054.0,20316.0,22.9,11601.0,1.808673469
2022-03-01,151424.0,155670.0,60.1,0.9216255531007115,9247.0,4140.0,2846.0,1040.0,20519.0,23.1,12027.0,1.98509712
2022-04-01,151678.0,155611.0,59.9,0.9251479109484599,9093.0,3992.0,2621.0,1045.0,20451.0,23.0,11755.0,1.957272118
2022-05-01,152042.0,155987.0,60.0,0.9255165025140311,9280.0,4223.0,2929.0,974.0,20453.0,23.1,11443.0,1.890449908
2022-06-01,152412.0,155976.0,59.9,0.9293301301203644,9242.0,3594.0,2358.0,907.0,20238.0,22.2,10961.0,1.857022708
2022-07-01,152980.0,155975.0,59.9,0.9328617598634064,8975.0,3890.0,2677.0,910.0,20721.0,22.4,11380.0,1.953480238
2022-08-01,153332.0,156699.0,60.1,0.9308984057214323,8992.0,4063.0,2724.0,958.0,20754.0,22.8,10198.0,1.707357582
2022-09-01,153682.0,156762.0,60.1,0.9335617395318888,9155.0,3762.0,2526.0,940.0,20912.0,23.5,10854.0,1.852166378
2022-10-01,154006.0,156570.0,60.0,0.9353765047435103,9261.0,3578.0,2487.0,862.0,20950.0,23.1,10471.0,1.736659508
2022-11-01,154296.0,156344.0,59.9,0.9378156776699265,8970.0,3623.0,2497.0,819.0,20844.0,22.9,10746.0,1.74
2022-12-01,154535.0,156818.0,60.1,0.9367687887200999,9036.0,3810.0,2611.0,892.0,21211.0,22.9,11234.0,1.924501922
2023-01-01,155007.0,157645.0,60.2,0.934723093251001,9217.0,3959.0,2646.0,988.0,21674.0,22.8,10563.0,
2023-02-01,155333.0,157743.0,60.2,0.9343282145671304,9338.0,3964.0,2750.0,842.0,21453.0,23.3,9931.0,
2023-03-01,155569.0,158318.0,60.4,0.9330538412172902,9173.0,4037.0,2822.0,872.0,21069.0,23.5,,
